Date,Description,Short Description
2024-08-07,"On this episode of Asking for Trend, Host Josh Lipton breaks down some of the biggest takeaways and trends of the trading day. Wall Street was rocked on Monday as US equities (^GSPC, ^DJI, ^IXIC) were in a free fall, finding some relief and eventually staging a bounce back on Tuesday. Part of those declines is due in part to issues with the Bank of Japan raising its interest rates. Bitcoin (BTC-USD) is also bouncing back after a large drop in value, currently sitting above $50,000. Yahoo Finance Reporter Jared Blikre breaks down the top takeaways for the trading day on Tuesday, August 6. KeyBanc Capital Markets equity research analyst Jackson Ader joins Asking For A Trend to give insight into the tech sector, how its performing, and what investors need to know. In terms of a chief concern this earnings season for Big Tech CapEx spending, Ader relates back to Microsoft (MSFT) and its recent earnings: ""What Microsoft said was, hey, we're actually a little bit more flexible than maybe you realize only half of our CapEx really goes into those fixed long term, 15, 20 year assets. And the other half is kits and GPUs. Maybe they're going to be GPUs, maybe they're going to be CPUs, maybe they're going to be in-house chips, but the focus on flexibility in artificial intelligence, I think is going to be a really good one, and key for the industry..."" The S&P 500 recovered some of its sell-off losses, closing Tuesday's session 1.03% higher. While the widespread selling activity erased a sizable chunk of the Magnificent Seven's market cap, is this pattern of peak-to-trough declines really unprecedented for the index? Julie Hyman breaks down Goldman Sachs charts illustrating the S&P 500's history of sell-offs and ability to bounce back from similar pullbacks. Oil markets (CL=F, BZ=F) are experiencing a rebound along the broader market and as tensions rise in the Middle East. Sankey Research president and lead analyst Paul Sankey explains, ""This latest issue that we're facing between Israel and Iran is not in itself even a new twist to the plot. And in that regard, if you think back to, say, 2019, when Iranian proxies attacked Saudi Arabia and knocked out 7 million barrels a day of capacity, or when Russia invaded Ukraine in 2022, I'm sad to say that the current environment is not very scary for oil supply interruptions. I will say that the markets are quite scary. So the financial markets are really driving oil right now."" Lastly, a slew of companies released their latest quarterly reports after the market close. Asking for a Trend anchor Josh Lipton breaks down the biggest after-hours movers, from Reddit (RDDT) to Lumen Technologies (LUMN). This post was written by Melanie Riehl","On Tuesday, August 6th, the US equities were in a free fall on Monday. The S&P 500 recovered some of its losses and closed 1.03% higher on Tuesday. KeyBanc Capital Markets equity research analyst Jackson Ader gives his opinion on the tech sector. The Middle East tensions are driving oil prices. "
2024-08-06,"US equities (^DJI, ^IXIC, ^GSPC) are holding on tightly to Tuesday gains in their recovery from the widespread sell-off that kicked off the trading week. Market Domination hosts Julie Hyman and Josh Lipton guide investors through the final trading hour of Tuesday, August 6, talking to top economic minds and leading Wall Street experts. Rosenberg Research founder and president David Rosenberg discusses why he believes a recession is ""not too far away"" after the stock market reacted the way it did after last week's July jobs report. As part of today's installment of Good Buy or Goodbye, Thornburg Investment Management portfolio manager Emily Leveille lays out the arguments for her latest stock trades: buy Globant (GLOB), but avoid LVMH (MC.PA). Zoetis (ZTS) CFO Wetteny Joseph joins the Market Domination team to talk about the pet health company's latest earnings and how pet owners are choosing to spend for animal healthcare costs. Other top trending stocks on the Yahoo Finance platform include Kenvue (KVUE), SunPower (SPWR), and Lumen Technologies (LUMN) This post was written by Luke Carberry Mogan.","US equities are holding on to Tuesday gains. Market Domination hosts Julie Hyman and Josh Lipton guide investors through the final trading hour of Tuesday, August 6. Rosenberg Research founder David Rosenberg believes a recession is ""not too far away"". Thornburg Investment Management portfolio manager Emily Leveille lays out the arguments for her latest stock trades. Zoetis CFO Wetteny Joseph"
2024-08-06,"Wall Street was rocked on Monday as US equities (^GSPC, ^DJI, ^IXIC) were in a free fall, finding some relief and eventually staging a bounce back on Tuesday. Part of those declines is due in part to issues with the Bank of Japan raising its interest rates. Bitcoin (BTC-USD) is also bouncing back after a large drop in value, currently sitting above $50,000. Yahoo Finance Reporter Jared Blikre joins Asking For A Trend to break down the top takeaways for the trading day on Tuesday, August 6. For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend This post was written by Nicholas Jacobino","US equities were in a free fall on Monday due to the Bank of Japan raising its interest rates. Bitcoin is now sitting above $50,000. Jared Blikre breaks down the top takeaways for the trading day on Tuesday, August 6 on Asking for a Trend."
2024-08-06,"The crypto market experienced its own sell-off alongside equities (^DJI, ^IXIC, ^GSPC) at the beginning of the trading week. Bitcoin (BTC-USD) and ethereum (ETH-USD) prices have begun to bounce back on Tuesday after over $360 billion in value was erased from the cryptocurrency market. Delta Blockchain Fund general partner Kavita Gupta joins Market Domination to give insight into the recent crypto sell-off and the reasoning crypto traders for holding digital assets amidst periods of great volatility. Gupta claims the sell-off was a result of a ""combination of [a] bunch of factors"", detailing that ""a lot of hedge funds who had crypto also basically liquidated it very quickly, with ethereum having one of the biggest liquidity available around. And also the idea that you can liquidate it, take care of your margin calls, and you can come back and then buy back into it. And I think that's what we have started seeing already.&nbsp; ""Once people have balanced their books, we are seeing the percentages and the volumes slowly flowing back in now,"" Gupta explains. For more expert insight and the latest market action, click here to watch this full episode of Market Domination. This post was written by Nicholas Jacobino",The crypto market experienced its own sell-off at the beginning of the trading week. Bitcoin and ethereum prices have begun to bounce back on Tuesday after over $360 billion in value was erased from the cryptocurrency market. Kavita Gupta explains to Market Domination why hedge funds liquidated their crypto very quickly.
2024-08-06,The extension of the previous deal with CoreWeave brings total revenue potential for the miner to more than $6.7 billion over 12 years.,The extension of the previous deal with CoreWeave brings the total revenue potential for the miner to more than $6.7 billion over 12 years. The current deal is worth $1.5 billion over the whole 12 years of the new deal. The new deal is also worth $2 billion over 10 years.
2024-08-06,"The cryptocurrency market is bouncing back from losses incurred during a global sell-off that left markets deeply in the red. Bitcoin (BTC-USD) is leading the recovery, having rebounded nearly 7% in Tuesday's trading. Ethereum (ETH-USD) is also recouping some of its recent losses. Yahoo Finance markets and data editor Jared Blikre breaks down the details. For more expert insight and the latest market action, click here to watch this full episode of Catalysts. This post was written by Angel Smith",The cryptocurrency market is recovering from a global sell-off. Yahoo Finance markets and data editor Jared Blikre breaks down the details. Angel Smith shares the full episode of Catalysts on Yahoo Finance Markets and Data Editor Jared Blickre.    and Angel Smith
2024-08-06,Vice President and Democratic nominee Kamala Harris has chosen Minnesota Governor Tim Walz to join her on the campaign trail.,Kamala Harris has chosen Minnesota Governor Tim Walz to join her on the campaign trail. Harris is running for Vice President and Democratic nominee is running against Hillary Clinton. Harris and Clinton are both running for the same office. Harris will be the vice president's running mate.
2024-08-06,"Despite a global market sell-off in Monday's trading session, Fundstrat Global Advisors managing director and global head of technical strategy Mark Newton believes there are still healthy areas of the market. He joins Market Domination to discuss some of the investment opportunities overlooked during the day's market pullback. Newton points to the XLB healthcare sector ETF (XLB) as one opportunity for investors, as it has steadily grown in 2024 and hit record highs despite an ongoing sell-off since mid-July. He also highlights that equal-weighted industrials and financial ETFs from Invesco — (RSPN) and (RSPF) — both hit new all-time highs last week. He notes that these areas of the market are being ""disguised"" and ""camouflaged"" by the ""Big Tech wreck."" ""Investors have been overexposed, have huge concentration in technology. So a big sell-off like that in an area which is a major focus certainly hurts,"" Newton adds. ""But I would say that honestly, for those that diversify, there are plenty of parts of the market that are still working well. And now with a big breakdown on the dollar, that eventually is going to start to aid emerging markets when we can see a little bit of stabilization to this."" Despite bitcoin (BTC-USD) having its worst week since November 2022, Newton argues that the movement is ""really just a drop in the bucket"" : ""I don't see much more deterioration beyond really the mid to high 40s. And I think we will bottom and we can pull out of this. But it is going to be important for the broader risk asset space to stabilize. It's very unusual and unlikely to see bitcoin simply surge back to new highs if the rest of the world is falling apart. So we need to really see some effort and dollar-yen holding to see rates go down a little bit less severely."" For more expert insight and the latest market action, click here to watch this full episode of Market Domination. This post was written by Melanie Riehl",The global market has had a big sell-off in Monday's trading session. Mark Newton believes there are still healthy areas of the market that are still working well. The dollar is going to start to improve and help emerging markets. Bitcoin had its worst week since November 2022.
2024-08-06,"The stock market was rocked Monday, but a third straight day of selling pressure didn't change the biggest problem for investors right now: the Federal Reserve.",The stock market was rocked on Monday. The biggest problem for investors is the Federal Reserve. The stock market is under pressure due to the Fed's rate hike plans. The market has been under pressure for three days in a row now. The current stock market price is down about 10%.
2024-08-06,The death cross is known to cause catastrophizing among inexperienced investors. But it's an unreliable indicator.,The death cross is known to cause catastrophizing among inexperienced investors. The cross is an unreliable indicator. The death cross can be dangerous for some people who use it too often in the stock market. It's not a reliable indicator for others.    
2024-08-06,"The crypto market was slammed in Monday's global sell-off, with bitcoin (BTC-USD) briefly trading below $50,000 and ethereum (ETH-USD) briefly seeing its biggest one-day drop since 2021. Matt Hougan, Bitwise Asset Management CIO, explains why bitcoin is so prone to steep declines, saying ""It's a speculative asset. It's a liquid asset that can be sold particularly on the weekends. Those things combined to draw the price down substantially."" In the long term, Hougan believes bitcoin's fundamentals are still in place and expects a recovery in the ""relatively near term."" When it comes to the bitcoin ETFs, many of them took big losses on Monday. Hougan believes that is because they trade on Monday through Friday schedule and not on the weekends, like the underlying asset. As a result, they had to ""catch up"" on Monday However, he notes that the Bitwise Bitcoin ETF (BITB) saw net inflows, not outflows in the trading session. Find out why Hougan argues that bitcoin could hit new highs again later this year. For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Stephanie Mikulich.","The crypto market was slammed in Monday's global sell-off. Matt Hougan, Bitwise Asset Management CIO, explains why bitcoin is prone to steep declines. Hougan believes bitcoin's fundamentals are still in place and expects a recovery in the ""relatively near term"". Hougan argues that bitcoin could hit new highs later this year."
2024-08-06,"The drop in cryptocurrencies proved again that digital assets are among the riskiest around and contrary to some proponents, don't act like a safe haven in times of market stress. Bitcoin traded around $53,500 late afternoon ET Monday, down 10% from the same time Sunday. This marked bitcoin and ether's worst day since Novemeber 2022, according to Dow Jones Market Data.","Bitcoin and ether had their worst day since November 2022. Bitcoin was trading at $53,500 late afternoon ET on Monday, down 10% from the same time on Sunday. Bitcoin is not a safe haven in times of market stress, according to the market data."
2024-08-05,"US markets (^DJI, ^IXIC, ^GSPC) are under serious pressure as the major indexes contend with a major sell-off broadening out from Big Tech names and impacting even the crypto market. Seana Smith and Brad Smith guide investors through the biggest market trends and talk to Wall Street experts in today's episode of Catalysts. Truist Co-Chief Investment Officer and chief market strategist Keith Lerner sits down with Yahoo Finance to outline the incoming ""battle between fear and greed"" as investors try to keep calm on the market downturn and wait for confirmation of future interest rate cuts by the Federal Reserve. Other top trending tickers on the Yahoo Finance platform include Palantir Technologies (PLTR), Tyson Foods (TSN), and crypto-exposed stocks like Coinbase (COIN) and MicroStrategy (MSTR). This post was written by Luke Carberry Mogan.","The US markets are under pressure due to a major sell-off. Seana Smith and Brad Smith are talking to Wall Street experts in today's episode of Catalysts about the biggest market trends and talking to Yahoo Finance's Keith Lerner about the upcoming ""battle between fear and greed"""
2024-08-05,"Bitcoin remains a speculative asset, says one influential investor.","Bitcoin remains a speculative asset, according to one influential investor, and it's not worth investing in it at the moment. It's still too speculative to invest in it now. It is not a useful investment at this time.   Â. Â"
2024-08-05,Bitcoin is having its worst week since the 2022 collapse of Sam Bankman Fried’s FTX cryptocurrency exchange amid a larger correction across all markets.,Bitcoin is having its worst week since the 2022 collapse of Sam Bankman Fried’s FTX cryptocurrency exchange. Bitcoin is having a larger correction across all markets this week than in the previous week. Bitcoin has a market value of $3.5 billion.
2024-08-05,"As stock market indexes tumble on Monday (^DJI, ^IXIC, ^GSPC), the cryptocurrency market is sinking in response. Bitcoin (BTC-USD) prices have plummeted over 10%, with crypto-related stocks MicroStrategy (MSTR), Robinhood (HOOD), and Coinbase (COIN) also suffering significant losses. Yahoo Finance reporter Josh Schafer analyzes the sell-off within the crypto space. For more expert insight and the latest market action, click here to watch this full episode of Morning Brief. This post was written by Angel Smith","The stock market is falling on Monday. Bitcoin prices have plummeted over 10%. MicroStrategy (MSTR), Robinhood (HOOD), and Coinbase (COIN) also suffered significant losses. Yahoo Finance reporter Josh Schafer analyzes the sell-off within the crypto space."
2024-08-05,"Stocks (^DJI, ^IXIC,^GSPC) are undergoing a sharp sell-off as recession fears intensify among investors. The cryptocurrency market is among the hardest hit, with bitcoin (BTC-USD) momentarily dropping below $50,000 for the first time since February, while Eehereum (ETH-USD) has erased all of its 2024 gains. Morning Brief hosts Seana Smith and Brad Smith break down the details. For more expert insight and the latest market action, click here to watch this full episode of Morning Brief. This post was written by Angel Smith","Stocks are undergoing a sharp sell-off as recession fears intensify among investors. The cryptocurrency market is among the hardest hit, with bitcoin dropping below $50,000 for the first time since February. Morning Brief hosts Seana Smith and Brad Smith break down the details."
2024-08-05,"US stock futures (^DJI, ^IXIC, ^GSPC) are plummeting in Monday's pre-market trading, extending the tech-centric sell-off following last week's disappointing jobs data. As volatility (^VIX) soars in American markets, Japan's Nikkei 225 (^N225) has fallen by over 12%. Shares of tech giants Nvidia (NVDA) and Apple (AAPL) are getting especially pummeled. Could now be the time to start buying the dip on Nvidia? Lastly, bitcoin (BTC-USD) is dropping by as much as $11,000, hitting a six-month low. For more expert insight and the latest market action, click&nbsp;here&nbsp;to watch this full episode of Morning Brief. This post was written by Luke Carberry Mogan.","US stock futures are plummeting in Monday's pre-market trading. Japan's Nikkei 225 has fallen by over 12%. Shares of tech giants Nvidia and Apple are getting pummeled. Bitcoin is dropping by as much as $11,000, hitting a six-month low. Luke Carberry Mogan is the host of Morning Brief."
2024-08-05,The global rout in stock markets has deepened as the FTSE 100 suffered its worst drop in more than a year., the FTSE 100 suffered its worst drop in more than a year. The global stock markets have been hit by the global stock market has been hit.    the UK stock markets. The FTSe 100 has suffered the worst drop.  the worst.
2024-08-05,"Earnings from Disney and Airbnb are in the spotlight on Monday, alongside big market moves from Bitcoin and Bill Ackman's Pershing Square.","Disney and Airbnb are in the spotlight on Monday. Bitcoin and Pershing Square are also in the market's spotlight on the same day, as well as big market moves from Bitcoin and Bill Ackman's Persher's Pershing's Square. The stock market is going to be very active."
2024-08-05,"Morgan Stanley told its financial advisers Friday that they could start pitching two bitcoin exchange-traded funds to wealthy clients next Wednesday, according to people familiar with the matter. The bank told its roughly 15,000 financial advisers that they could pitch BlackRock’s iShares Bitcoin Trust and the Fidelity Wise Origin Bitcoin Fund to eligible customers. Registered investment advisers, who are influential in directing capital to ETFs, have had limited access to the bitcoin funds since they launched in January.","Morgan Stanley allows its financial advisers to start pitching two bitcoin exchange-traded funds to wealthy clients next Wednesday. The funds launched in January and have had limited access to the bitcoin funds since they launched. The financial advisers are influential in directing capital to ETFs. Morgan Stanley has about 15,000 registered investment advisers."
2024-08-02,"A weak report will likely bolster Fed rate-cut expectations and potentially support risk assets, including bitcoin.","A weak report will likely bolster Fed rate-cut expectations and potentially support risk assets, such as bitcoin and stock prices. The report is expected to be released on Wednesday. The rate cut expectations are also likely to be boosted by the report's poor performance. "
2024-08-02,"Long-term holders are motivated to hold at bitcoin's going market rate, implying an attractive risk-reward for existing or potential investors, according to the ""reserve risk"" indicator.","Long-term bitcoin holders are motivated to hold at bitcoin's going market rate. The rate is attractive risk-reward for existing or potential investors, according to the ""reserve risk"" indicator. The indicator is based on the reserve risk indicator. Bitcoin's market rate is going to rise."
2024-08-02,"Over the weekend, former U.S. President and current Republican nominee Donald Trump and a number of lawmakers spoke at the Bitcoin Nashville conference. The biggest piece of news everyone has been talking about was Trump and Sen. Cynthia Lummis' proposals to create a strategic reserve for Bitcoin, but the event also served as Sen. Tim Scott's entry into actual crypto discussion.",Former U.S. President Donald Trump and a number of lawmakers spoke at the Bitcoin Nashville conference over the weekend. The biggest news everyone has been talking about was Trump and Cynthia Lummis' proposals to create a strategic reserve for Bitcoin. The conference also served as Sen. Tim Scott's entry into actual crypto discussion.
2024-08-02,"Fintech companies are in the spotlight as major players such as Block (SQ) and MicroStrategy (MSTR) report their quarterly earnings. Block reported revenue of $6.16 billion, falling short of the expected $6.31 billion, but beat with adjusted earnings of $0.93 a share versus the anticipated $0.85. MicroStrategy fell short on revenue, reporting $111.4 million against estimates of $119.3 million. Mark Palmer, Benchmark managing director & senior research analyst of fintech and digital assets, join Asking for a Trend to discuss the fintech space. Palmer describes Block's performance as ""a better than expected quarter... pretty much across the board."" He attributes the weakness primarily to challenges in the cryptocurrency sector, while noting ""solid beats"" throughout other areas. Despite missing revenue estimates, Palmer emphasizes that Block has ""really become a bottom line story,"" creating ongoing operating leverage and making it ""a good buy."" Regarding cryptocurrency, particularly bitcoin (BTC-USD), Palmer remains ""bullish on the outlook."" He points to the recent bitcoin halving as having ""created a nice setup for bitcoin's price going forward."" For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Angel Smith","Block and MicroStrategy have reported their quarterly earnings. Mark Palmer, Benchmark managing director & senior research analyst of fintech and digital assets, joins Asking for a Trend to discuss the finttech space. Palmer is optimistic about bitcoin's future."
2024-08-01,The largest US cryptocurrency exchange eked out its third consecutive quarterly profit even as crypto prices retreated during the second quarter.," the largest US cryptocurrency exchange made its third consecutive quarterly profit during the second quarter of this year, despite crypto prices retreated during the first quarter of the year, but prices declined during the last quarter of quarter of year of year than year of the previous quarter.  "
2024-08-01,"The former CEO of crypto platform Uphold, J.P. Thieriot, is trying to drum up crypto support for Vice President Kamala Harris as she pursues the Democratic nomination in the presidential election, arguing that former President Donald Trump is offering empty promises to the industry and Harris is signaling a new openness.","The former CEO of crypto platform Uphold, J.P. Thieriot, is trying to drum up support for Vice President Kamala Harris as she pursues the Democratic nomination in the presidential election. He argues that former President Donald Trump is offering empty promises to the industry."
2024-08-01,"The bullish news continued on Thursday morning, but sellers remained in control of the market.","The bullish news continued on Thursday morning, but the sellers remained in control of the market. The market is still very bullish on Friday morning, however, but sellers remain in control on the market, so the market remains very bullish. The stock market is very positive on Thursday."
2024-08-01,The platform witnessed a 29.8% jump in retail lending between the first and second quarters., the platform saw a 29.8% jump in retail lending between the first and the second quarters. The platform witnessed a 29% jump.  in the first quarter and second quarters and the third quarter and the fourth quarter. The first quarter. First and second quarter.
2024-08-01,The latest price moves in bitcoin (BTC) and crypto markets in context for Aug. 1 2024. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets.,The latest price moves in bitcoin (BTC) and crypto markets in context for August 1 2024. First Mover is CoinDesk’s daily newsletter that contextualizes the latest actions in the crypto markets. The latest prices are based on CoinDesk's daily newsletter.
2024-08-01,The large-cap token's price has barely moved since Republican nominee Trump's speech on Saturday.,"The large-cap token's price has barely moved since Trump's speech on Saturday. The price hasn't moved since the speech by the Republican nominee Trump on Saturday, and hasn't changed much since then. The token is priced at $1.50. "
2024-08-01,The company's loss per share doubled to $0.32.,The company's loss per share doubled to $0.32 per share and the company's profit per share dropped to $1.01 per share. The company's losses per share are now $1 per share less than $2 per share than the previous year.
2024-08-01,Large holders resorted to bargain hunting in July as the cryptocurrency experienced two-way price volatility.,"The cryptocurrency experienced two-way price volatility in July. Large holders resorted to bargain hunting in July as the price volatility was very high. The price volatility has been stable since then. The market is still very volatile today. The exchange rate is currently around $1,000."
2024-08-01,"Analyzing previous crypto market cycles helps us understand the current one, says Kelly Ye, head of research at Decentral Park Capital.","Analyzing previous crypto market cycles helps us understand the current one, says Kelly Ye, head of research at Decentral Park Capital, who believes the current crypto market cycle is very similar to the previous one and helps explain the current market cycle's current state."
2024-07-31,"Bitcoin holdings of Mt. Gox wallets are down to $3 billion from $9 billion a month ago, Arkham data shows.","The Bitcoin holdings of Mt. Gox are down to $3 billion from $9 billion a month ago, Arkham data shows. The amount of Bitcoin on Mt.Gox's Bitcoin wallets is $9.5 billion now. The total amount is $1 billion less than a month earlier."
2024-07-31,"The purchase of bitcoin for a new strategic reserve would be financed partly by revaluing Federal Reserve's gold, according to draft legislation from U.S. Senator Cynthia Lummis's office. The plan proposes establishing a ""Bitcoin Purchase Program"" of up to 200,000 BTC a year over a five-year period. U.S. Senator Cynthia Lummis's plan for a new Strategic Bitcoin Reserve would finance purchases of the cryptocurrency partly by revaluing gold certificates held by the Federal Reserve System, according to a draft of the legislation obtained by CoinDesk.","The purchase of bitcoin for a new strategic reserve would be financed partly by revaluing Federal Reserve's gold certificates. The plan proposes establishing a ""Bitcoin Purchase Program"" of up to 200,000 BTC a year over a five-year period. The draft legislation has been obtained by CoinDesk."
2024-07-31,"Donald Trump’s plan to make bitcoin a so-called strategic reserve asset doesn’t make much sense, the editorial board of the Wall Street Journal wrote in an op-ed Tuesday.","Donald Trump's plan to make bitcoin a strategic reserve asset doesn't make much sense, the Wall Street Journal's editorial board wrote in an op-ed Tuesday. The board wrote that Trump's proposal is not a good idea for the economy and the bitcoin industry."
2024-07-30,Proposed legislation regarding a strategic reserve of bitcoin for the U.S. government poses far more questions than answers at the moment.,The proposed legislation regarding a strategic reserve of bitcoin for the U.S. government poses more questions than answers at the moment. The proposed legislation poses many questions and answers for the public at the same time. The proposal is still not fully clear at this moment.
2024-07-30,Router Chain is supposed to reduce the complexities of cross-chain interactions and make the development of dapps easier to use.,Router Chain is supposed to reduce the complexities of cross-chain interactions and make the development of dapps easier to use. It's supposed to be useful for the development and maintenance of dappes and apps. It is not yet available on the market yet.
2024-07-30,"Stocks (^DJI, ^IXIC, ^GSPC) are in focus with 171 S&P 500 companies prepare to report earnings this week, with investors particularly focused on Big Tech results from Amazon (AMZN) and Microsoft (MSFT). Yahoo Finance markets and data editor Jared Blikre joins Asking for a Trend to discuss the top three trading day takeaways including the small-cap versus mega-cap trade dynamics, copper's (HG=F) performance compared to Nvidia (NVDA) stock, and former President Trump's talk of a bitcoin (BTC-USD) ""stockpile."" For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Angel Smith",Stocks are in focus with 171 S&P 500 companies preparing to report earnings this week. Yahoo Finance markets and data editor Jared Blikre joins Asking for a Trend to discuss the top three trading day takeaways including the small-cap versus mega-cap trade dynamics and copper's performance.
2024-07-29,"At a bitcoin conference over the weekend, Trump pledged to make the US a ""bitcoin superpower"" if elected.","At a bitcoin conference over the weekend, Trump pledged to make the US a ""bitcoin superpower"" if elected. If elected, Trump would make the U.S. a ""Bitcoin superpower"" for the first time in the history of the world. If he is elected, the US will be a Bitcoin superpower."
2024-07-29,"Over the weekend, former President Donald Trump took the stage at Bitcoin 2024 to discuss his plans for crypto. Once a staunch Bitcoin (BTC-USD) critic, Trump is now espousing that the U.S. should become the “crypto capital of the planet.” While speaking at the three-day conference in Nashville, Tennessee, Trump made it clear that he believes in the power of the crypto. But he also turned a lot of heads by discussing the possibility of establishing a strategic BTC reserve for the United States.",Former President Donald Trump was at Bitcoin 2024 to discuss his plans for crypto. Trump believes in the power of the crypto and wants the U.S. to become the “crypto capital of the planet’s planet. Trump also talked about setting up a strategic BTC reserve for the United States.
2024-07-29,"The Federal Reserve will hold its 2-day meeting starting July 30, with many investors expecting no change in interest rates for July, but investors are watching messaging from Fed leadership to see if a rate cut could be in the cards for September. The Federal Reserve has been reducing its balance sheet, although it still remains above pre-pandemic levels.BlackRock Senior Portfolio Manager on the Global Tactical Asset Allocation team Tom Becker joined the show to give insight into the Fed's balance sheet and how what the central bank does it with it can impact the broader market. McDonald's (MCD) second quarter results missed expectations across the board, with global same-store sales decreasing 1%, marking the first quarterly decline in that metric since fourth quarter 2020, during the COVID shutdowns. Wedbush Managing Director, Equity Research - Restaurants Nick Setyan joins the show to give insight into McDonald's latest quarterly report. Tesla (TSLA) stock is gaining ground in Monday's trading session following a bullish call from Morgan Stanley. Analyst Adam Jonas has designated the electric vehicle maker as a top pick, citing Tesla's potential to generate positive cash flow after implementing cost-cutting and restructuring measures. Koninklijke Philips (PHG) (Royal Philips) shares are surging in Monday's trading session following the company's report of a 2% year-over-year increase in comparable group sales. Additionally, strong demand in North America has successfully offset the pullback experienced in China. Vice President Kamala Harris has gained ground in the polls in the early days of her campaign, but can she keep up that momentum?Mayor of Montgomery, Alabama; African American Mayors Association President Steven L. Reed joined the show to give insight into the Harris campaign and how it can continue to hold momentum, reaching to a wide audience. For more expert insight and the latest market action, click here","The Federal Reserve will hold its 2-day meeting starting July 30th. BlackRock Senior Portfolio Manager Tom Becker and Wedbush Managing Director, Equity Research - Restaurants Nick Setyan join the show. McDonald's second quarter results missed expectations across the board, with global same-store sales decreasing 1%. Koninklijke Philips shares are surging in Monday's trading session."
2024-07-29,"Former President Donald Trump and Republican politicians made some promises to the crypto world this past weekend. But many of the ideas are easier said than done, even if Trump wins.","Former President Donald Trump and Republican politicians made promises to the crypto world this past weekend, but many of the ideas are difficult to implement even if Trump wins the presidential election. The ideas are easier said than done, even if he wins the election and is elected."
2024-07-29,"With the new license, One Trading becomes the only perpetual futures trading venue in the EU and the first cash-settled perpetuals platform in Europe, according to a company press release.",One Trading has received a new license for the only perpetual futures trading venue in the EU and the first cash-settled perpetuals platform in Europe. One Trading is the only stock exchange in Europe with a perpetual trading venue license. One trading is based in the Netherlands.
2024-07-29,"Professional Capital Management CEO Anthony Pompliano to give insight into Trump's speech at the bitcoin conference and how bitcoin may perform moving forward. On Trump's feelings towards bitcoin, Pompliano states: ""You can look at who is around him, right? If you look at, his sons, if you look at some of the advisors that he has, if you look at even folks that we know have been talking to him about bitcoin, specifically somebody like Vivek, etc., I do think that it is highly likely he is much more sympathetic than he was previously. Now the question is, what does that mean? What will he actually do? And you know, unfortunately for all candidates, whether it is Trump, if it's Harris running against him, if it's RFK, etc. we don't know what they're going to do until they're in office."" In terms of bitcoin's price, Pompliano states: ""But what you have to believe to understand that bitcoin has a very high probability of continuing to go up over many years to come, is that the US dollar structurally is going to be debased. If you go back and you look at, Republicans or Democrats, whoever is in office, they continue to increase the national debt. Today, the national debt hit $35 trillion and there are no signs of slowing down. So they're going to continue to devalue the currency. Then anything priced in that currency will go up. It's why the stock market continues to go up at around 8 to 9%."" For more expert insight and the latest market action, click here to watch this full episode of Catalysts. This post was written by Nicholas Jacobino",Anthony Pompliano is the CEO of Professional Capital Management and shares his insights on Trump's speech at the bitcoin conference and how bitcoin may perform moving forward. The US dollar structurally is going to be debased. The national debt has reached $35 trillion. The stock market continues to rise at around 8 to 9%.
2024-07-29,"Bitcoin (BTC-USD) prices are rallying after former President Donald Trump made bullish comments about the cryptocurrency. Trump promised to maintain current bitcoin holdings and even suggested he might fire SEC Chair Gary Gensler. But what real impact could a Trump presidency have on cryptocurrency? Morning Brief anchors Brian Sozzi and Brad Smith analyze the potential effects of a Trump administration on the crypto market. For more expert insight and the latest market action, click here to watch this full episode of Morning Brief. This post was written by Angel Smith",Bitcoin prices are rallying after former President Donald Trump made bullish comments about the cryptocurrency. Brian Sozzi and Brad Smith discuss the potential effects of a Trump administration on the crypto market on the full episode of Morning Brief on the latest market action. Angel Smith wrote the post.
2024-07-29,"The three major indexes (^DJI,^GSPC, ^IXIC) opened higher on Monday, with the rotation into small-cap stocks continuing. However, the Dow quickly reversed course a few minutes after the open. Bitcoin (BTC-USD)is also on the rise after former President Donald Trump made some bullish comments at a bitcoin conference over the weekend. Yahoo Finance markets reporter Jared Blikre breaks down the market action at the open. For more expert insight and the latest market action, click here to watch this full episode of Morning Brief. This post was written by Stephanie Mikulich.","The three major indexes opened higher on Monday, but the Dow quickly reversed course a few minutes after the open. Bitcoin is also on the rise after former President Donald Trump made some bullish comments at a bitcoin conference over the weekend. Yahoo Finance markets reporter Jared Blikre breaks down the market action at the open on Morning Brief."
2024-07-29,Bitcoin rises Monday after the former president vowed to ‘stockpile’ the token and said he’d fire SEC chief Gary Gensler.,The former president has promised to stockpile Bitcoin and fire SEC chief Gary Gensler. Bitcoin prices rose on Monday after the former president said he would fire Genslerser. The former president also promised to ‘stockpile’ the token.
